sr_no,sector,ministry,agency,project_code,project_name,original_cost,revised_cost,expenditure,physical_progress,original_completion,revised_completion,sanction_date,date_inconsistency_flag,missing_revised_cost_flag,missing_revised_completion_flag,missing_sanction_date_flag
406,Railways,Ministry of Railways,RVNL - II,705433,Dallirajhra- Rowghat New Railway Line - Phase I [95 km],1628,1628.0,1440.85,82,2025-09-30,2025-12-31,2009-07-15,0,0,0,0
407,Railways,Ministry of Railways,North Western Railway [NWR],611614,Dedicated Test Track for RDSO Phase II,819,967.06,471.0,86,2026-11-30,2026-11-26,2021-11-01,1,0,0,0
408,Railways,Ministry of Railways,North Western Railway [NWR],611849,Devgarh Madariya - Nathdwara Gauge Conversion [82.54 Km] part of Marwar - Mavli Gauge Conversion [152 Km],969,969.0,411.0,45,2028-06-30,2028-06-28,2023-01-01,1,0,0,0
409,Railways,Ministry of Railways,CERL,613003,Dharamjaigarh-Korba 63 km,1686,,288.83,18,2026-08-31,,,0,1,1,1
410,Railways,Ministry of Railways,North Central Railway,705482,Dholpur - Sirmuttra Gauge Conversion,747,747.0,392.0,39,2019-02-28,2027-02-28,2022-03-31,1,0,0,0
411,Railways,Ministry of Railways,CR,400019,DHULE [BORVIHIR] - NARDANA NEW LINE [50.60 KMS],493,1171.0,234.48,9,2026-12-31,2027-09-30,2019-01-31,0,0,0,0
412,Railways,Ministry of Railways,Northeast Frontier Railway [NFR],705392,Dimapur [Dhansiri]-Sukhobi Kohima [Zubza] NL [82.5 Km],6663,6663.0,5202.29,79,2025-03-26,2025-12-29,2015-08-26,0,0,0,0
413,Railways,Ministry of Railways,North Eastern Railway [NER],705566,Domingarh-Gorakhpur-Gorakhpur Cantt.-Kusumhi - 3rd Railway Line Project,351,521.47,494.0,98,2025-02-01,2025-09-30,2016-11-22,0,0,0,0
414,Railways,Ministry of Railways,South Central Railway [SCR] - II,616856,Doubling between Bhadrachalam Road and Dornakal,770,,0.0,0,2029-04-13,,,0,1,1,1
415,Railways,Ministry of Railways,South Central Railway [SCR] - II,616857,Doubling between Motumari Vishnupuram - 88.81 Km and Rail over Rail - RoR at Motumari - 10.877 Km,1596,,7.69,1,2029-03-31,,,0,1,1,1
416,Railways,Ministry of Railways,South Central Railway [SCR] - II,617212,Doubling between Mudkhed Medchal & Mahbubnagar Dhone section 417.88 Km,4686,,0.0,0,2029-03-31,,2023-08-25,0,1,1,0
417,Railways,Ministry of Railways,South Central Railway [SCR] - II,617215,Doubling between Parbhani Parli Vaijanath stations 64.71 Km,770,,0.0,0,2028-03-31,,2023-12-06,0,1,1,0
418,Railways,Ministry of Railways,Central Railway [CR] - II,705504,Doubling of Daund Manmad Line [247.6 km],2081,3075.0,2769.0,88,2025-12-31,2025-12-31,2017-10-04,0,0,0,0
419,Railways,Ministry of Railways,South Central Railway [SCR] - II,617211,Doubling of Guntur Bibinagar 239 Km,2853,,43.88,1,2029-03-31,,2023-08-25,0,1,1,0
420,Railways,Ministry of Railways,South Eastern Railway - JH,705628,Doubling of Hatia [Ranchi]-Bondamunda Rail Line - 159 km,3029,3029.0,2458.15,85,2025-06-30,2026-06-30,2016-03-31,0,0,0,0
421,Railways,Ministry of Railways,Indian Railway Construction International Limited [IRCON],705660,Doubling of Katni - Singrauli Railway Line [261 km],2445,4377.0,3122.0,100,2026-12-31,2027-12-31,2016-03-31,0,0,0,0
422,Railways,Ministry of Railways,East Coast Railway [ECoR] - II,400291,Doubling of Kirandul-Jagdalpur Line [150 km],1589,1798.0,1541.7,92,2020-03-31,2025-12-31,2013-02-20,0,0,0,0
423,Railways,Ministry of Railways,East Coast Railway [ECoR] - II,705512,Doubling of Kottavalasa-Koraput Rail Line [189 KM],2500,2500.0,2033.31,70,2022-03-31,2028-03-31,2015-12-08,0,0,0,0
424,Railways,Ministry of Railways,Northeast Frontier Railway [NFR],705572,Doubling of New Bonggigaon to Kamakhya via Goalpara - 176 km,4060,4961.0,3683.75,93,2026-03-31,2026-03-31,2016-09-02,0,0,0,0
425,Railways,Ministry of Railways,EDTK[MC]/RB,705721,DTS Machine Procurement Project,448,,0.0,0,2024-12-31,2026-12-31,,0,1,0,1
426,Railways,Ministry of Railways,RVNL - II,400277,Dum Dum Airport-New Garia via Rajarhat-Construction of Metro Railway,8964,8964.0,8097.47,80,2025-12-31,2026-03-31,2010-03-15,0,0,0,0
427,Railways,Ministry of Railways,SR-ERS,705639,Ernakulam-Kumbalam doubling project [7.71 Km],601,601.0,283.0,17,2028-03-31,2028-03-31,2023-04-03,0,0,0,0
428,Railways,Ministry of Railways,East Central Railway [ECR] - II,705373,"Fatuha-Islampur incl. MM for extn.of NL from Neora to Daniawan , Daniawan to Biharsharif, Biharsharif to Barbigha , Barbigha to Shekhpura",1473,2882.0,2824.8,91,2023-03-31,2025-08-31,2002-08-19,0,0,0,0
429,Railways,Ministry of Railways,East Coast Railway [ECoR] - II,612827,Flyover between Pendurthi and Simhachalam North to avoid surface crossing at Simhachalam 7.135 km PB 73 of 2023 24 NR,184,,4.16,11,2027-04-30,,,0,1,1,1
430,Railways,Ministry of Railways,East Coast Railway [ECoR] - II,616694,Flyover between Siju and Paradeep coaching Yard to avoid Surface crossing of trains,201,,0.0,0,2028-07-31,,2023-04-19,0,1,1,0
431,Railways,Ministry of Railways,South Western Railway [SWR] - II,705490,Gadag-Wadi New Railway Line [257 km],2842,6700.0,1721.14,30,2027-03-31,2027-12-31,2013-04-01,0,0,0,0
432,Railways,Ministry of Railways,East Coast Railway [ECoR] - II,709811,GANDHAMARDAN IRON ORE MINES TO GOALDIH STATION/12.76kms,190,190.0,0.0,0,2027-09-30,2027-09-27,2022-09-09,1,0,0,0
433,Railways,Ministry of Railways,SECR,602792,Gauge Conversion of Kendri-Dhamtari including Abhanpur - Rajim Branch line 67.20 Kms - 2nd Material Modification to Raipur Titlagarh doubling.,1171,1171.0,848.0,82,2025-02-28,2025-11-30,2011-07-01,0,0,0,0
434,Railways,Ministry of Railways,Indian Railway Construction International Limited [IRCON],705444,Gevra Road-Pendra Road New Railway Line [135 km],4970,,4271.55,72,2022-03-31,2025-12-31,,0,1,0,1
435,Railways,Ministry of Railways,East Central Railway [ECR] - II,705765,Gomoh - Flyover for DN trains,686,686.0,536.04,59,2026-03-26,2026-03-26,2018-01-29,0,0,0,0
436,Railways,Ministry of Railways,South East Central Railway,617201,Gondia-Balharshah [Chanda Fort] Doubling [240 Km],4373,,0.0,0,2030-04-09,,2025-04-09,0,1,1,0
437,Railways,Ministry of Railways,South Central Railway [SCR] - II,611752,GOOTY-PENDEKALLU DOUBLING 29.225 Km,352,351.83,18.0,25,2027-03-31,2027-03-27,2023-03-01,1,0,0,0
438,Railways,Ministry of Railways,NER,617224,Gorakhpur-Valmikinagar Doubling project,1120,,181.86,20,2027-12-30,,,0,1,1,1
439,Railways,Ministry of Railways,North Western Railway [NWR],705752,Gudha-Thatha Mithri Construction of Railway Track Project,819,967.06,471.0,98,2026-11-30,2026-11-30,2019-04-01,0,0,0,0
440,Railways,Ministry of Railways,South Central Railway [SCR] - II,611754,GUNTAKAL WEST-MALLAPPA GATE RAIL OVER RAIL - ROR TRACK,293,,0.0,0,2026-07-31,,,0,1,1,1
441,Railways,Ministry of Railways,South Central Railway [SCR] - II,705633,Guntur-Guntakal Doubling Project,3733,4295.0,4112.59,92,2025-12-31,2026-12-31,2017-03-31,0,0,0,0
442,Railways,Ministry of Railways,Central Organisation for Railway Electrification [CORE],706922,Guwahati-Dibrugarh via Tinsukia & Simaluguri-Dibrugarh,890,889.36,391.73,89,2020-09-03,2024-06-30,2020-09-30,1,0,0,0
443,Railways,Ministry of Railways,North Central Railway,705419,Gwalior - Seopurkala with extension to Kota [Gauge Conversion],2913,2913.0,2751.0,83,2025-03-31,2026-02-28,2011-03-31,0,0,0,0
444,Railways,Ministry of Railways,East Central Railway [ECR] - I,705366,Hajipur-Sagauli New line,2067,2087.0,1908.49,74,2020-03-31,2026-12-31,2007-10-05,0,0,0,0
445,Railways,Ministry of Railways,WR,611939,Himatnagar Khedbrahma 55 km,482,482.42,461.0,96,2001-06-30,2026-06-30,2022-06-01,1,0,0,0
446,Railways,Ministry of Railways,RVNL - II,705650,Hospet - Tinaighat - Vasco Rail Doubling Project,5060,5060.0,5007.82,86,2027-03-31,2027-12-30,2010-03-31,0,0,0,0
447,Railways,Ministry of Railways,RVNL,706950,Hospet-Hubli-Vasco da Gama Line Electrification Project,744,1122.62,969.05,95,2023-03-31,2024-03-31,,0,0,0,1
448,Railways,Ministry of Railways,South Western Railway [SWR] - II,705662,Hotgi-Kudgi-Gadag Doubling Project,1878,2459.0,2628.8,89,2024-12-31,2026-03-31,2014-04-01,0,0,0,0
449,Railways,Ministry of Railways,RVNL - II,705763,Indore - Budni New Railway Line [198 kms],7474,7474.0,1658.03,22,2030-09-30,2030-09-30,2019-08-21,0,0,0,0
450,Railways,Ministry of Railways,Central Railway [CR] - II,705507,Itarsi - Nagpur Third Railway Line [280 km],2450,2450.0,1815.49,52,2027-03-31,2027-03-31,2016-09-02,0,0,0,0
451,Railways,Ministry of Railways,East Coast Railway [ECoR] - II,705511,Jagdalpur-Koraput,1547,1547.0,1308.2,90,2024-03-31,2026-12-31,2015-12-08,0,0,0,0
452,Railways,Ministry of Railways,PCE/WR,611972,Jambusar Kavi 26 Kms,318,,0.0,0,2026-12-30,,,0,1,1,1
453,Railways,Ministry of Railways,RVNL,705784,Janghai-Phaphamau Doubling Rail Line Project,357,978.77,579.0,95,2025-03-31,2025-03-31,2018-11-01,0,0,0,0
454,Railways,Ministry of Railways,CAO/C/II/NR,705588,Janghai-Pratapgarh- Amethi,722,1194.0,1100.0,70,2025-03-31,2026-03-31,2017-11-10,0,0,0,0
455,Railways,Ministry of Railways,East Coast Railway [ECoR] - II,705514,Jarapada- Budhapank with flyover at Talcher road 3rd and 4th Line,1000,810.02,401.61,36,2018-11-13,2026-03-31,,0,0,0,1
456,Railways,Ministry of Railways,East Central Railway [ECR] - I,705362,"Jaynagar-Bijalpura, incl. extn. Bet, Bijalpura-Bardibas [Nepal]",819,819.0,588.32,75,2022-03-31,2026-03-31,2015-08-21,0,0,0,0
457,Railways,Ministry of Railways,CAO/C/NCR,705598,Jhansi - Bina Third Railway Line [153 Km],2002,2002.0,1884.84,93,2022-03-31,2026-03-31,2016-09-30,0,0,0,0
458,Railways,Ministry of Railways,North Central Railway,705608,Jhansi-Khairar-Manikpur & Khirar-Bhimsen,4330,4330.0,1989.0,53,2026-03-31,2026-03-31,2018-03-01,0,0,0,0
459,Railways,Ministry of Railways,SECR,705616,Jharsuguda-Bilaspur Fourth Railway Line [206 km],2140,2979.0,2124.15,88,2024-10-31,2025-12-31,2016-09-08,0,0,0,0
460,Railways,Ministry of Railways,Indian Railway Construction International Limited [IRCON],705450,Jogbani-Biratnagar New Rail Line project,402,486.0,361.0,86,2022-03-31,2026-12-31,2010-06-28,0,0,0,0
461,Railways,Ministry of Railways,PCE/WR,611976,Jogeshwari AT Development of JOS-AT as Trainset Maintenance Depot for energy efficient Vande Bharat Sleeper Trains,221,,0.0,0,2025-10-30,,,0,1,1,1
462,Railways,Ministry of Railways,RVNL - II,705730,Joka-BBD Bag new metro project,4835,10362.0,4361.23,59,2026-12-31,2028-12-31,2010-03-05,0,0,0,0
463,Railways,Ministry of Railways,WR,611980,Junagarh Visavadar 42 Kms,493,492.83,3.0,1,2028-09-30,2028-09-28,2022-06-02,1,0,0,0
464,Railways,Ministry of Railways,South Western Railway [SWR] - II,705492,Kadur - Chickamagalur - Sakleshpur [93km],825,825.0,770.18,83,2025-06-30,2025-12-31,2014-01-27,0,0,0,0
465,Railways,Ministry of Railways,Eastern Railway [ER] - I,400247,Kalinarayanpur-Krishnanagar Doubling Alongwith Krishnanagar - Chapra New Line And Naihati-Ranaghat 3rd Line.,1000,1000.0,1029.97,67,2027-02-28,2027-02-28,2015-07-28,0,0,0,0
466,Railways,Ministry of Railways,Eastern Railway [ER] - I,617322,Kalipahari Bakhtarnagar 5th line,350,350.46,0.0,0,2027-06-30,2027-06-27,2024-08-08,1,0,0,0
467,Railways,Ministry of Railways,Central Railway [CR] - II,709809,KALYAN-MURBAD VIA ULHASNAGAR [UMBRELLA WORK],836,836.0,9.29,1,2027-03-31,2027-03-27,,1,0,0,1
468,Railways,Ministry of Railways,West Central Railway WCR I,705651,Katni - Bina Third Railway Line [279 km],2478,4127.23,3295.49,90,2022-03-31,2025-12-31,2016-06-02,0,0,0,0
469,Railways,Ministry of Railways,Indian Railway Construction International Limited [IRCON],705661,Katni Grade Separator/Bye Pass,1248,1248.0,1537.77,92,2024-09-30,2026-03-31,2016-03-31,0,0,0,0
470,Railways,Ministry of Railways,South Central Railway [SCR] - II,705612,Kazipet-Vijayawada 3rd line with electrification [220 km],1953,3363.0,2915.49,90,2025-02-28,2025-12-31,2013-03-31,0,0,0,0
471,Railways,Ministry of Railways,East Central Railway [ECR] - I,705364,Khagaria-Kusheshwar Asthan [42Km] new line project,614,1384.0,479.22,55,2024-12-31,2027-03-31,2019-04-20,0,0,0,0
472,Railways,Ministry of Railways,RVNL - II,705668,KHARAGPUR-ADITYAPUR THIRD RAIL LINE- 132 KM,3250,3250.0,3176.46,97,2025-03-31,2025-12-31,2016-09-05,0,0,0,0
473,Railways,Ministry of Railways,CAO/C/SECR,617200,KHARSIA- NAYA RAIPUR-PARMALKASA 5th and 6th Line [278KM],7854,,0.0,0,2031-03-31,,2025-04-11,0,1,1,0
474,Railways,Ministry of Railways,Indian Railway Construction International Limited [IRCON],400220,Kharsia-Dharamjaygarh with Spur line [East Corridor-Phase 1],3055,3438.0,2574.54,94,2018-09-30,2026-03-31,2016-03-05,0,0,0,0
475,Railways,Ministry of Railways,CORE,706898,Khurda Road - Balangir Electrification of Railway Track Project,268,,0.0,0,2021-03-31,,,0,1,1,1
476,Railways,Ministry of Railways,East Coast Railway [ECoR] - II,705358,Khurda-Bolangir New Broad Gauge Rail Link [301km],3792,5089.0,4983.45,89,2026-12-31,2026-12-31,1994-03-31,0,0,0,0
477,Railways,Ministry of Railways,East Central Railway [ECR] - II,705375,Koderma-Tilaiya New Line,1626,2020.0,2060.97,92,2025-02-28,2026-02-28,2004-11-04,0,0,0,0
478,Railways,Ministry of Railways,Indian Railway,709810,KODINGAMALI BAUXITE MINES TO SINGARAM RAILWAY STATION,191,,0.0,0,2027-08-31,2027-08-27,,1,1,0,1
479,Railways,Ministry of Railways,East Coast Railway [ECoR] - II,705513,Koraput - Singapur Railway Doubling,2362,2362.0,1787.49,68,2027-12-01,2028-03-30,2015-12-08,0,0,0,0
480,Railways,Ministry of Railways,PCE/WR,611918,Kosamba Umarpada 70 Km,468,,20.0,0,2027-03-30,,,0,1,1,1
481,Railways,Ministry of Railways,South Central Railway [SCR] - II,705436,Kotapalli - Narasapur New Line,2501,2501.0,1264.18,29,2028-03-31,2028-03-31,2009-03-31,0,0,0,0
482,Railways,Ministry of Railways,Southern Railway [SR] - II,705638,Kumbalam-Turavur doubling project [15.59 Km],813,813.0,292.15,15,2027-03-31,2027-03-31,2023-04-03,0,0,0,0
483,Railways,Ministry of Railways,WPO/Patna,611927,Kurnool - Setting up facilities for coach midlife rehabilitation workshop,561,,276.66,65,2023-12-31,,2014-01-01,0,1,1,0
484,Railways,Ministry of Railways,North Central Railway,705766,Lalitpur-Birari with flyover at Lalitpur- 16 Km,304,356.0,214.0,65,2024-12-31,2025-11-30,2017-03-22,0,0,0,0
485,Railways,Ministry of Railways,North Central Railway,705480,"Lalitpur-Satna, Rewa-Singrauli & Mahoba-Khajuraho",8914,8914.0,4971.65,70,2027-03-31,2027-12-31,2007-01-24,0,0,0,0
486,Railways,Ministry of Railways,South Eastern Railway [SER] - I,705785,Lodhma - Piska - Link Line bypassing Hatia/Ranchi with Y connection,473,473.0,284.26,4,2026-06-30,2027-05-31,2021-08-27,0,0,0,0
487,Railways,Ministry of Railways,CAO/C/NR,705783,Ludhiana- Killa Raipur Railway Doubling Project,238,237.64,118.0,55,2025-03-31,2026-03-31,2019-03-01,0,0,0,0
488,Railways,Ministry of Railways,Northeast Frontier Railway [NFR],616701,Lumding Furkating Doubling Project 140 km,2124,,13.74,0,2028-02-29,,,0,1,1,1
489,Railways,Ministry of Railways,North Western Railway [NWR],616842,LUNI- SAMDARI- BHILDI DOUBLING,3086,,154.46,7,2027-07-31,,2024-02-19,0,1,1,0
490,Railways,Ministry of Railways,WPO/Patna,611929,Maintenance cum workshop depot for Vande Bharat Sleeper Trains as per conditions under WTA 527,167,,0.0,0,2024-12-29,,,0,1,1,1
491,Railways,Ministry of Railways,Indian Railways,616702,Malkangiri Pandurangapuram new railway line project,3592,,0.0,0,2031-11-26,,2024-08-19,0,1,1,0
492,Railways,Ministry of Railways,South Western Railway [SWR] - II,611615,Malugur- Palasamudram New Line Project [17.975 Km],342,342.14,0.0,0,2027-11-30,2027-12-31,2022-09-01,0,0,0,0
493,Railways,Ministry of Railways,South Central Railway [SCR] - II,705437,Manoharabad-Kothapalli New Rail Line [151 km],1160,2781.0,1713.38,71,2027-03-31,2027-12-31,2016-07-16,0,0,0,0
494,Railways,Ministry of Railways,South Western Railway [SWR] - II,705491,Marikuppam - Kuppam New Line Project [23.70 Km],297,297.0,123.17,15,2026-06-30,2026-06-30,2012-04-01,0,0,0,0
495,Railways,Ministry of Railways,RVNL - II,705667,Mathura-Jhansi Third Railway Line [274 Km],5961,5961.0,4928.62,94,2024-12-31,2026-12-31,2015-12-11,0,0,0,0
496,Railways,Ministry of Railways,PCE/WR,611973,miyagam karjan Choranda maalsar 37 kms,450,,0.0,0,2026-12-25,,,0,1,1,1
497,Railways,Ministry of Railways,Western Railway [WR] - II,705458,Miyagam-Karjan-Dabhoi-Samlaya [GC],844,1600.0,693.0,68,2021-03-31,2026-12-31,2017-01-17,0,0,0,0
498,Railways,Ministry of Railways,SECR,706757,Modasa-Shamlaji Road Railway Line Project,262,262.0,203.0,58,2025-03-31,2027-03-31,2012-09-01,0,0,0,0
499,Railways,Ministry of Railways,Southern Railway [SR] - I,705755,Morappur - Dharmpuri New Railway Line Project,359,359.0,40.0,1,2028-03-31,2028-03-28,2019-05-27,1,0,0,0
500,Railways,Ministry of Railways,North Central Railway,705772,"Mughalsarai-Allahabad, 3rd line",2649,2649.0,1399.0,62,2026-12-31,2027-03-31,2015-12-08,0,0,0,0
501,Railways,Ministry of Railways,East Central Railway [ECR] - I,616699,Multi tracking of Son Nagar-Andal [374.53 rkm & 814.38 tkm],12334,,444.74,10,2028-03-31,,2023-08-25,0,1,1,0
502,Railways,Ministry of Railways,Western Railway,611452,MUMBAI CENTRAL VIRAR VADODARA AHMEDABAAD TRAIN PROTECTION SYSTEM 500 RKM,311,311.0,208.0,92,2025-12-31,2025-06-26,2019-09-25,1,0,0,0
503,Railways,Ministry of Railways,Mumbai Rail Vikas Corporation Ltd.[MRVC],706780,Mumbai Urban Transport Project [MUTP] Phase-IIIA,33690,33690.0,2246.15,16,2027-12-31,2027-12-31,2019-04-01,0,0,0,0
504,Railways,Ministry of Railways,Mumbai Rail Vikas Corporation Ltd.[MRVC],706779,Mumbai Urban Transport Project [MUTP] - PHASE II,8087,8087.0,7364.0,87,2014-03-31,2027-12-31,2008-05-09,0,0,0,0
505,Railways,Ministry of Railways,Mumbai Rail Vikas Corporation Ltd.[MRVC],706781,Mumbai Urban Transport Project Phase-III,10947,10947.0,5057.67,60,2022-03-31,2026-12-31,2016-11-30,0,0,0,0
506,Railways,Ministry of Railways,National High Speed Rail Corporation [NHSRC],705728,Mumbai-Ahmedabad High Speed Rail Project- 508 km,108000,108000.0,78690.9,53,2027-08-31,2029-12-31,2015-03-31,0,0,0,0
507,Railways,Ministry of Railways,Eastern Railway [ER] - II,617240,Murarai - Barharwa 3rd line,935,,0.0,0,2028-05-06,,2025-05-07,0,1,1,0
508,Railways,Ministry of Railways,Northeast Frontier Railway [NFR],705401,Murkongselek-Pasighat,435,1250.0,901.0,56,2025-03-31,2025-12-31,,0,0,0,1
509,Railways,Ministry of Railways,East Central Railway [ECR] - II,705528,Muzaffarpur-Sugauli,1586,1586.0,1586.82,99,2024-06-30,2025-08-31,2018-03-01,0,0,0,0
510,Railways,Ministry of Railways,WR,709812,NADIAD-PETLAD [37.26 KM],462,461.91,75.0,7,2030-06-30,2030-06-30,,0,0,0,1
511,Railways,Ministry of Railways,South Central Railway [SCR] - II,400298,Nadikudi - Srikalahasti New Line,2312,5200.0,2179.0,54,2027-05-31,2028-03-31,2012-03-31,0,0,0,0
512,Railways,Ministry of Railways,Southern Railway [SR] - II,400223,Nagapattinam-Tiruturaipundi and Karaikal-Peralam New Line,713,981.0,598.38,80,2026-03-31,2027-03-31,2008-07-24,0,0,0,0
513,Railways,Ministry of Railways,MRIDC,705799,Nagpur- Nagbhir Railway Line Gauge Conversion Project,1400,1400.0,1472.0,80,2025-12-31,2025-12-25,2019-10-01,1,0,0,0
514,Railways,Ministry of Railways,Northen Railway [NR],705410,Nangal Dam-Talwara New Broad Gauge Line [84 KM] and Taking Over Siding Mukerian-Talwara [29 KM],2018,2018.0,1848.0,74,2025-12-31,2027-01-31,1983-03-31,0,0,0,0
515,Railways,Ministry of Railways,South Eastern Railway [SER] - I,705629,Narayangarh-Bhadrak 3rd line,2400,2400.0,2188.0,65,2025-12-31,2026-06-30,2019-03-07,0,0,0,0
516,Railways,Ministry of Railways,North Eastern Railway [NER],611669,NER Provision of Automatic Block Signalling on Gorakhpur Cantt[Excl] Chhapra Gramin & Burhwal Jn [Excl] Sitapur Jn section of high density routes,380,,24.53,0,2027-03-31,,,0,1,1,1
517,Railways,Ministry of Railways,Northeast Frontier Railway [NFR],705400,New B.G. Railway Line- Araria to Galgalia [Thakurgunj],2650,4412.0,4152.4,96,2024-12-31,2025-07-11,2005-03-31,0,0,0,0
518,Railways,Ministry of Railways,SECR,709813,NEW BG LINE INTERSECTION [5 NOS] BETWEEN GERATPUR-SANAND & BOTAD-AHMEDABAD [16.51 KM] [PB#29/NR/202,437,437.21,43.0,15,2027-10-31,2027-10-27,,1,0,0,1
519,Railways,Ministry of Railways,PCE/WR,611943,New broad gauge line between Naliya Jakhau Port 25 Kms,410,410.26,6.0,4,2028-01-31,2028-01-28,2023-02-01,1,0,0,0
520,Railways,Ministry of Railways,PCE/NCR,705794,New Delhi- Howrah Speed Booster[160Kmph] Project,6685,,127.03,0,2024-03-31,,,0,1,1,1
521,Railways,Ministry of Railways,PCE/WR,705793,New Delhi- Mumbai Speed Booster[160Kmph] Project,6806,,135.65,0,2024-03-31,,,0,1,1,1
522,Railways,Ministry of Railways,Western Railway [WR] - II,705453,"New line Dahod-Indore via Sardarpur, Jabuwa and Dhar",1942,2691.0,3412.98,67,2027-02-28,2027-02-28,2012-06-19,0,0,0,0
523,Railways,Ministry of Railways,South Western Railway [SWR] - II,705434,New Railway Line between Ginigera and Raichur [165.57 km],2565,3034.98,2063.57,66,2019-03-31,2027-03-31,2008-03-31,0,0,0,0
524,Railways,Ministry of Railways,Western Railway [WR] - II,705764,Nimach-Badi Sadri New Rail Line Project,495,825.0,306.0,46,2026-03-31,2025-12-26,2017-04-01,1,0,0,0
525,Railways,Ministry of Railways,Western Railway [WR] - II,705933,Nimach-Ratlam Doubling [133 Km],1096,1095.88,1056.18,89,2027-10-31,2027-10-31,2021-10-07,0,0,0,0
526,Railways,Ministry of Railways,SECR,709814,NIPANIA-BHATAPRA [14.4 KM] 4TH LINE [PB-72/NR/2022-23],170,184.0,0.0,0,2026-12-31,2026-12-31,,0,0,0,1
527,Railways,Ministry of Railways,"Metro Railway, Kolkata",706776,Noapara-Barasat via Bimanbandar - Construction of Metro railway [18 km],4830,4830.0,2764.13,32,2026-08-31,2029-03-31,2010-11-02,0,0,0,0
528,Railways,Ministry of Railways,RCIL,705298,North Region Video Surveillance Project,274,,0.0,0,2024-03-31,,,0,1,1,1
529,Railways,Ministry of Railways,CR,709808,PACHORA-JAMNER WITH EXTENSION UPTO MALKAPUR NG TO BG,955,2094.0,118.0,2,2027-08-31,2028-03-28,,0,0,0,1
530,Railways,Ministry of Railways,East Coast Railway [ECoR] - II,616695,Paradeep - Badabandha 3rd & 4th Line / 18.51kms,300,,0.01,0,2028-11-30,,2023-08-31,0,1,1,0
531,Railways,Ministry of Railways,EDTK[MC]/RB,705710,PCT Machine Procurement Project,336,,74.32,81,2024-04-01,2027-06-30,,0,1,0,1
532,Railways,Ministry of Railways,South Western Railway [SWR] - II,705789,Penukonda - Dharmavaram Doubling Project [41.5 Km],308,307.66,267.83,60,2026-03-31,2026-03-31,2019-04-01,0,0,0,0
533,Railways,Ministry of Railways,PCE/WR,611945,Petlad Bhadran 23 Kms,307,307.11,82.0,8,2030-05-31,2030-05-30,2022-05-01,1,0,0,0
534,Railways,Ministry of Railways,Southern Railways [SR] - construction,400280,Ph II extension of MRTS from Velachery to St Thomas Mount,734,982.0,475.73,99,2024-07-31,2025-08-31,2007-11-15,0,0,0,0
535,Railways,Ministry of Railways,South Eastern Railway [SER] - I,705779,"Phephna-Indara, Mau-Shahganj doubling excluding Indara-Mau",1178,1777.0,1489.5,85,2024-12-31,2026-03-31,2017-05-30,0,0,0,0
536,Railways,Ministry of Railways,Eastern Railway [ER] - I,705385,Pirpainti - Jasidih [100.52 Km] New BG line,2555,2555.0,763.08,48,2028-03-31,2028-03-31,2014-03-31,0,0,0,0
537,Railways,Ministry of Railways,East Coast Railway [ECoR] - II,400045,Proposed 6 nos Road Over Bridge [ROB] at different locations under MCL Talcher Under Deposit Scheme.,168,,69.85,82,2025-03-31,2025-01-31,2022-08-08,1,1,0,0
538,Railways,Ministry of Railways,EDTK[MC]/RB,705694,Provision of Work-site Tampers [WST] Railway Project,188,,141.91,100,2023-12-31,2026-01-31,,0,1,0,1
539,Railways,Ministry of Railways,Central Railway [CR] - II,705503,Pune - Miraj-Londa [467 Kilometres],3627,6689.0,6548.0,84,2025-02-28,2025-08-31,2016-06-10,0,0,0,0
540,Railways,Ministry of Railways,North Western Railway [NWR],616841,PUSHKAR- MERTA CITY NEW LINE,800,,13.91,3,2026-12-31,,2024-02-13,0,1,1,0
541,Railways,Ministry of Railways,PCE/WR,611944,Quadrupling between Gandhidham Adipur with Y connection at Adipur for providing direct entry towards Mundra Port and Bhuj and high level platform at Gopalpur 11Kms,152,152.44,20.0,68,2026-03-31,2026-03-26,2023-02-01,1,0,0,0
542,Railways,Ministry of Railways,South Central Railway [SCR] - II,617214,Rail Connectivity to Errupalem Amravati Namburu 57 Km,2047,,0.0,0,2027-03-31,,2024-11-24,0,1,1,0
543,Railways,Ministry of Railways,Western Railway [WR] - II,706763,Rajkot - Kanalus Doubling Project [111.2 Kms],1081,1080.58,731.0,72,2026-10-31,2026-10-31,2021-10-07,0,0,0,0
544,Railways,Ministry of Railways,South East Central Railway [SECR] - II,705617,Rajnandgaon - Nagpur [Kalumna] Third Railway Line [228.30 km],3545,3545.0,3163.08,95,2024-12-31,2026-06-30,2016-09-08,0,0,0,0
545,Railways,Ministry of Railways,West Central Railway [WCR] - II,705481,Ramganjmandi-Bhopal New Line Project [262 km],3032,5073.0,3592.92,70,2025-12-25,2027-12-31,2001-03-31,0,0,0,0
546,Railways,Ministry of Railways,Indian Railway Construction International Limited [IRCON],706759,Rampur Dumra-Tal-Rajendrapul Additional Bridge and Railway Line Doubling,2374,2374.0,1777.0,85,2024-12-31,2025-12-31,2016-03-31,0,0,0,0
547,Railways,Ministry of Railways,North Western Railway [NWR],616840,RAS- MERTA CITY NEW LINE INCL BYPASS AT MERTA ROAD,947,,1.36,0,2028-03-31,,,0,1,1,1
