sr_no,sector,ministry,agency,project_code,project_name,original_cost,revised_cost,expenditure,physical_progress,original_completion,revised_completion,sanction_date,date_inconsistency_flag,missing_revised_cost_flag,missing_revised_completion_flag,missing_sanction_date_flag,project_duration_days,project_duration_months,expenditure_ratio,progress_per_month,completion_date_difference_days,delay_days,delay_flag,cost_overrun,cost_overrun_percent,cost_overrun_flag
610,Real Estate,Ministry of Housing & Urban Affairs,National Buildings Construction Corporation [NBCC],400188,Redevelopment of Seven General Pool Residential Accommodation [GPRA] Colonies in Delhi,32850,,0.0,0,2022-12-31,2025-12-31,2016-07-05,0,1,0,0,2370.0,77.8580814717477,0.0,0.0,1096.0,1096.0,1.0,,,
611,Real Estate,Ministry of Housing & Urban Affairs,Ministry of Housing & Urban Affairs,701719,Rehablitation in Junavadaj Area Smart City Project,539,,39.63,50,2022-07-07,,,0,1,1,1,,,0.07352504638218925,,,,,,,
612,Real Estate,Ministry of Railways,South Western Railway [SWR] - II,705663,Bangalore-Whitefield-Bangalore City-Krishnarajapuram [23.08 km] - Quadrupling,493,493.0,252.45,82,2026-02-28,2026-02-28,2018-02-20,0,0,0,0,2930.0,96.25492772667542,0.5120689655172413,0.8519044368600683,0.0,0.0,0.0,0.0,0.0,0.0
613,Shipping,"Ministry of Ports, Shipping and Waterways","Haldia Dock Complex, Syama Prasad Mookerjee Port Authority",701576,Berth No. 2 [previously Berth 3] of HDC Mechanization Project,298,298.26,399.52,83,2025-09-30,2026-01-13,,0,0,0,1,,,1.3406711409395973,,105.0,105.0,1.0,0.2599999999999909,0.08724832214764795,1.0
614,Shipping,"Ministry of Ports, Shipping and Waterways",Paradip Port Trust [PPT],701574,Deepening and Optimization of Inner Harbour facilities including development of Western Dock on BOT basis to handle Cape size vessels,3005,,1149.79,40,2027-12-31,2028-10-16,2022-05-23,0,1,0,0,2048.0,67.27989487516426,0.38262562396006655,0.59453125,290.0,290.0,1.0,,,
615,Shipping,"Ministry of Ports, Shipping and Waterways",Jawaharlal Nehru Port Authority [JNPA],708655,Operationalization of Coastal Berth & Shallow Water Berth through PPP,367,,188.46,25,2026-01-31,,,0,1,1,1,,,0.5135149863760218,,,,,,,
616,Shipping,"Ministry of Ports, Shipping and Waterways",Mumbai Port Trust [MPT],701586,Setting up of a Floating Storage and Regasification Unit [FSRU] - Mumbai,900,,65.0,0,2026-11-11,2026-11-11,,0,1,0,1,,,0.07222222222222222,,0.0,0.0,0.0,,,
617,Shipping,"Ministry of Ports, Shipping and Waterways","Haldia Dock Complex, Syama Prasad Mookerjee Port Authority",701577,Shalukkhali Liquid Cargo Handling Facility Development Project,254,253.65,9.28,0,2025-08-31,,,0,0,1,1,,,0.03653543307086614,,,,,-0.3499999999999943,-0.13779527559054894,0.0
618,Steel,Ministry of Steel,National Mineral Development Corporation Limited [NMDC],709827,CONSTRUCTION OF RESIDENTIAL TOWERS AT BIOM KIRANDUL COMPLEX,350,,247.42,85,2025-12-31,,,0,1,1,1,,,0.7069142857142857,,,,,,,
619,Steel,Ministry of Steel,National Mineral Development Corporation Limited [NMDC],400121,"Construction of Screening Plant-II for Donimalai and Kumaraswamy Iron Ore Mining Complex of NMDC Limited at Ballari Dt, Karnataka.",1044,,214.48,25,2026-08-25,,2014-11-28,0,1,1,0,4288.0,140.86727989487517,0.2054406130268199,0.17747201492537312,,,,,,
620,Steel,Ministry of Steel,Steel Authority of India Limited [SAIL],400065,Installation of 4th Slab Caster along with its Auxiliaries and a New Ladle Furnace in SMS-II at Rourkela Steel Plant,1105,,736.47,96,2025-05-15,2025-07-15,2022-01-21,0,1,0,0,1210.0,39.7503285151117,0.6664886877828055,2.415074380165289,61.0,61.0,1.0,,,
621,Steel,Ministry of Steel,Steel Authority of India Limited [SAIL],617242,Installation of New Bar Mill at Durgapur Steel Plant,2115,,206.67,24,2027-06-30,,2024-09-07,0,1,1,0,1026.0,33.70565045992115,0.09771631205673759,0.712046783625731,,,,,,
622,Steel,Ministry of Steel,Steel Authority of India Limited [SAIL],400174,"New Sinter Plant at BSL, SAIL",1034,1752.3,883.23,51,2017-10-31,2027-06-30,2015-03-30,0,0,0,0,946.0,31.077529566360052,0.8541876208897485,1.6410570824524313,3529.0,3529.0,1.0,718.3,69.46808510638297,1.0
623,Steel,Ministry of Steel,National Mineral Development Corporation Limited [NMDC],706811,NMDC Slurry Pipeline Project Phase-1,2907,5427.0,3012.02,84,2023-06-30,2025-12-31,2015-11-10,0,0,0,0,2789.0,91.62286465177398,1.0361265909872721,0.9168017210469702,915.0,915.0,1.0,2520.0,86.687306501548,1.0
624,Steel,Ministry of Steel,Steel Authority of India Limited [SAIL],612781,Rebuilding of COB 4 at Durgapur Steel Plant,917,,118.63,12,2026-12-08,,2023-11-09,0,1,1,0,1125.0,36.957950065703024,0.12936750272628134,0.32469333333333333,,,,,,
625,Steel,Ministry of Steel,Steel Authority of India Limited [SAIL],617257,Rebuilding of Coke Oven Battery No.6 at Bokaro Steel Plant,627,,88.21,37,2026-11-15,,,0,1,1,1,,,0.14068580542264753,,,,,,,
626,Steel,Ministry of Steel,Steel Authority of India Limited [SAIL],617256,Rebuilding of Coke Oven Battery No.7 & 8 at Bhilai Steel Plant,884,,453.2,75,2025-10-31,,,0,1,1,1,,,0.5126696832579185,,,,,,,
627,Steel,Ministry of Steel,Steel Authority of India Limited [SAIL],617255,"Replacement of Converter Vessels, Trunnion Rings, Support System & Installation of Secondary Emission at Bhilai Steel Plant",472,,111.75,35,2026-06-14,,,0,1,1,1,,,0.2367584745762712,,,,,,,
628,Steel,Ministry of Steel,Steel Authority of India Limited [SAIL],617249,Replacement of existing Grinders in CRM-I & II at Bokaro Steel Plant,212,,7.52,6,2027-01-27,,2025-01-20,0,1,1,0,737.0,24.21156373193167,0.03547169811320754,0.24781546811397556,,,,,,
629,Steel,Ministry of Steel,Steel Authority of India Limited [SAIL],617243,Replacement of Hot Leveller No.1 of Plate Mill at Bhilai Steel Plant,199,,10.53,8,2026-07-29,,2024-07-26,0,1,1,0,733.0,24.080157687253614,0.05291457286432161,0.3322237380627558,,,,,,
630,Steel,Ministry of Steel,Steel Authority of India Limited [SAIL],617254,Replacement of remaining 04 sets of Battery Cyclones with 04 Nos. of ESPs in Sinter Plant-1 at Bokaro Steel Plant,260,,44.22,22,2026-06-29,,,0,1,1,1,,,0.17007692307692307,,,,,,,
631,Steel,Ministry of Steel,Steel Authority of India Limited [SAIL],617251,Revamping of Air Pollution Control Systems of SP-1 at Durgapur Steel Plant,196,,0.19,2,2026-05-27,,2024-11-07,0,1,1,0,566.0,18.593955321944808,0.0009693877551020408,0.1075618374558304,,,,,,
632,Steel,Ministry of Steel,Steel Authority of India Limited [SAIL],617253,Revamping of old sub-systems of Blast Furnace 3 at Bokaro Steel Plant,514,,220.42,69,2025-07-03,2025-11-30,2023-09-08,0,1,0,0,664.0,21.81340341655716,0.4288326848249027,3.1631927710843373,150.0,150.0,1.0,,,
633,Steel,Ministry of Steel,National Mineral Development Corporation Limited [NMDC],709826,SCREENING PLANT-III AT KIRANDUL,2719,,1327.11,72,2026-01-31,,,0,1,1,1,,,0.48808753218094886,,,,,,,
634,Steel,Ministry of Steel,Steel Authority of India Limited [SAIL],617250,Secondary Emission Control in Converters of SMS-II at Bokaro Steel Plant,207,,7.91,6,2026-10-25,,,0,1,1,1,,,0.03821256038647343,,,,,,,
635,Steel,Ministry of Steel,Steel Authority of India Limited [SAIL],617248,Third Ladle Furnace in Secondary Refinery Unit at IISCO Steel Plant,228,,16.24,29,2026-07-17,,,0,1,1,1,,,0.07122807017543858,,,,,,,
636,Steel,Ministry of Steel,Steel Authority of India Limited [SAIL],617246,Up-gradation of Blast Furnace No. 3 at Durgapur Steel Plant,758,,53.31,3,2026-06-07,,2024-09-09,0,1,1,0,636.0,20.893561103810775,0.07032981530343008,0.14358490566037735,,,,,,
637,Telecommunication,Department of Telecommunications,Department of Telecommunications [DoT],701600,354 Uncovered Villages Scheme,337,301.13,225.71,97,2021-10-27,2025-08-31,2019-12-13,0,0,0,0,684.0,22.470433639947437,0.6697626112759644,4.316783625730994,1404.0,1404.0,1.0,-35.870000000000005,-10.643916913946589,0.0
638,Telecommunication,Department of Telecommunications,Department of Telecommunications [DoT],701593,4G Services by BSNL,28466,19592.0,8332.52,92,2024-03-31,2026-03-31,2020-11-01,0,0,0,0,1246.0,40.93298291721419,0.29271833064006186,2.2475762439807383,730.0,730.0,1.0,-8874.0,-31.174032178739548,0.0
639,Telecommunication,Department of Telecommunications,Department of Telecommunications [DoT],704495,"502 Aspirational District Scheme in Four states - Bihar, Madhya Pradesh, Rajastha and Uttar Pradesh",422,228.94,126.45,96,2022-03-16,2025-12-21,,0,0,0,1,,,0.2996445497630332,,1376.0,1376.0,1.0,-193.06,-45.74881516587678,0.0
640,Telecommunication,Department of Telecommunications,Department of Telecommunications [DoT],706775,BharatNet,61109,188000.0,41486.1,81,2023-08-31,2027-03-31,2017-07-19,0,0,0,0,2234.0,73.39027595269383,0.6788869070022419,1.1036884512085945,1308.0,1308.0,1.0,126891.0,207.64699144152252,1.0
641,Telecommunication,Department of Telecommunications,Department of Telecommunications [DoT],701599,Mobile connectivity in Left Wing Extremism [LWE] affected areas-Phase2,1578,,596.17,87,2023-03-31,2025-11-08,,0,1,0,1,,,0.37780101394169835,,953.0,953.0,1.0,,,
642,Telecommunication,Department of Telecommunications,BSNL,709856,MPLS-IP BASED ACCESS AND AGGREGATION NETWORK [MAAN] IN BSNL ALONG WITH TEST AND MEASURING EQUIPMENT,645,,522.88,90,2024-08-31,2025-08-31,,0,1,0,1,,,0.8106666666666666,,365.0,365.0,1.0,,,
643,Telecommunication,Department of Telecommunications,BSNL,709858,OPTICAL TRANSPORT NETWORK [OTN] PH-4 IN BSNL,811,,741.9,100,2025-08-15,,,0,1,1,1,,,0.9147965474722565,,,,,,,
644,Telecommunication,Department of Telecommunications,BSNL,709749,PHASE-I OF CONSOLIDATION OF EXISTING CDR DATA CENTERS AND NIB-P3 DATA CENTERS WITH STATE OF THE ART,461,,166.02,81,2021-06-18,2025-12-31,,0,1,0,1,,,0.3601301518438178,,1657.0,1657.0,1.0,,,
645,Telecommunication,Department of Telecommunications,BSNL,709857,"Planning, Engineering, Supply, Installation, Testing, Commissioning, Integration & Annual Maintenance of 4G mobile network at 1 Lakh sites on PAN India basis including Mumbai & Delhi LSA on turnkey basis under Phase IX.2 Project.",24545,,8333.37,96,2025-06-21,2026-03-31,,0,1,0,1,,,0.3395139539621104,,283.0,283.0,1.0,,,
646,Telecommunication,Department of Telecommunications,Department of Telecommunications [DoT],701602,"Provision of 4G based mobile services in 7,287 uncovered villages of 44 Aspirational District across 5 states of Andhra Pradesh, Chhattisgarh, Jharkhand, Maharashtra & Odisha",3685,,1101.39,79,2023-11-19,2025-11-19,2021-11-17,0,1,0,0,732.0,24.0473061760841,0.2988846675712348,3.285191256830601,731.0,731.0,1.0,,,
647,Telecommunication,Department of Telecommunications,Department of Telecommunications [DoT],701598,Provision of 4G based Mobile Services in Uncovered Villages and National Highways of Meghalaya,972,,208.25,98,2022-03-03,2025-03-31,2019-09-19,0,1,0,0,896.0,29.43495400788436,0.21424897119341563,3.329375,1124.0,1124.0,1.0,,,
648,Telecommunication,Department of Telecommunications,Department of Telecommunications [DoT],701597,Provision of 4G Mobile Services in Uncovered Villages of Arunachal Pradesh and 2 Districts of Assam,1255,,284.04,89,2023-04-30,2025-09-30,2020-12-09,0,1,0,0,872.0,28.64651773981603,0.22632669322709165,3.1068348623853215,884.0,884.0,1.0,,,
649,Telecommunication,Department of Telecommunications,Department of Telecommunications [DoT],400013,Saturation 4G mobile coverage of Uncovered Villages through USOF,26316,30620.0,9291.8,72,2024-06-20,2026-03-31,2022-07-27,0,0,0,0,694.0,22.798948751642573,0.35308557531539747,3.158040345821326,649.0,649.0,1.0,4304.0,16.355069159446725,1.0
650,Telecommunication,Department of Telecommunications,National Communication Academy - Finance (Erstwhile NICF),709859,SETTING UP OF PHYSICAL INFRASTRUCTURE FOR THE NATIONAL INSTITUTE OF COMMUNICATION FINANCE [NICF] AT GHITORNI,248,,236.91,98,2020-02-17,2025-10-31,2014-10-09,0,1,0,0,1957.0,64.2904073587385,0.9552822580645162,1.5243331630045989,2083.0,2083.0,1.0,,,
651,Telecommunication,Department of Telecommunications,BSNL,709855,SUPER EDGE ROUTERS FOR BSNL INTERNET PROTOCOL - MULTI PROTOCOL LEBEL SWITCHING [IPMPLS] NETWORK,240,,179.63,100,2024-03-15,2025-03-01,,0,1,0,1,,,0.7484583333333333,,351.0,351.0,1.0,,,
652,"Tourism, Hospitality & Wellness",Department for Promotion of Industry & Internal Trade,India International Convention & Expo Centre,400429,Exhibition cum Convention Centre Dwarka [Phase I],5178,5401.0,4470.0,97,2019-10-20,2025-01-31,2017-11-30,0,0,0,0,689.0,22.634691195795007,0.8632676709154113,4.285457184325109,1930.0,1930.0,1.0,223.0,4.306682116647354,1.0
653,"Tourism, Hospitality & Wellness","Ministry of Ports, Shipping and Waterways",Indian Port Rail & Ropeway Corporation Ltd. [IPRCL],707215,National Maritime Heritage Complex [NMHC] Phase-I,573,1238.05,487.35,66,2024-03-31,2025-09-30,2019-02-22,0,0,0,0,1864.0,61.235216819973715,0.8505235602094241,1.0778111587982833,548.0,548.0,1.0,665.05,116.06457242582897,1.0
654,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],615337,Additional Transmission System for evacuation of Power from Bhadla-III PS as part of Rajasthan REZ Phase III Scheme [20 GW] [SPV Name POWERGRID Bhadla-III Power Transmission Limited],369,,17.82,6,2026-02-27,,2024-08-12,0,1,1,0,564.0,18.528252299605782,0.04829268292682927,0.32382978723404254,,,,,,
655,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],617181,"Augmentation at Fatehgarh-II PS, Fatehgarh-IV PS [Section-II] and Barmer-I PS [POWERGRID Fatehgarh Barmer Augmentation Transmission Limited]",404,,4.04,0,2026-12-20,,2025-03-21,0,1,1,0,639.0,20.992115637319316,0.01,0.0,,,,,,
656,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],612856,Augmentation of 1x1500 MVA 3rd 765/400 kV transformation capacity at Kurnool New Substation,164,,50.72,39,2025-09-26,2025-11-30,2023-05-01,0,1,0,0,879.0,28.876478318002626,0.3092682926829268,1.3505802047781572,65.0,65.0,1.0,,,
657,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],617182,Augmentation of Banaskantha [Raghanesda] PS [GIS] [POWERGRID Banaskantha Transco Limited],172,,1.72,0,2027-03-23,,2025-03-24,0,1,1,0,729.0,23.94875164257556,0.01,0.0,,,,,,
658,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],615342,Augmentation of Transformation Capacity at jam Khambhaliya PS [GIS] [SPV Name POWERGRID Jam Khambhaliya Transmission Limited],329,,9.97,1,2026-07-14,,2024-10-15,0,1,1,0,637.0,20.92641261498029,0.030303951367781155,0.047786499215070645,,,,,,
659,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],617069,Augmentation of Transformation Capacity at KPS1 [GIS] and KPS2 [GIS] [Phase-V Part B1 and Part B2 Scheme] [SPV Name- POWERGRID KPS1 and 2 Augmentation Transmission Limited],466,,6.99,0,2027-02-17,,2025-02-18,0,1,1,0,729.0,23.94875164257556,0.015000000000000001,0.0,,,,,,
660,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],617068,"Augmentation of Transformation Capacity by 3x500 MVA, 400/220 KV ICTS [6th-8th] and 1x1500 MVA, 765/400 KV ICT [4th] at Bidar PS [SPV Name- POWERGRID Bidar Augmentation Transmission Limited]",288,,5.76,0,2027-06-30,,2025-02-18,0,1,1,0,862.0,28.318002628120894,0.02,0.0,,,,,,
661,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],602223,Comprehensive Scheme for Strengthening of Transmission and Distribution [T&D] Systems [CSST&DS] in Arunachal Pradesh and Sikkim,4754,,7321.07,81,2018-12-19,2027-03-31,2021-03-31,1,1,0,0,-833.0,-27.365308804204993,1.5399810685738324,,3024.0,3024.0,1.0,,,
662,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],617271,Eastern Region Expansion Scheme-43 [ERES-43],343,,0.2,0,2026-03-01,,2024-09-02,0,1,1,0,545.0,17.904073587385017,0.0005830903790087463,0.0,,,,,,
663,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],617270,Eastern Region Expansion Scheme-44 [ERES-44],409,,0.2,0,2026-05-24,,2024-11-25,0,1,1,0,545.0,17.904073587385017,0.000488997555012225,0.0,,,,,,
664,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],611660,Establishment of Khavda Pooling Station-2 KPS2 in Khavda RE Park KPS2 TRANSMISSION SYSTEM LIMITED,967,,894.76,95,2024-12-31,2025-08-31,2023-03-21,0,1,0,0,651.0,21.38633377135348,0.9252947259565667,4.4420890937019974,243.0,243.0,1.0,,,
665,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],617272,Implementation of LILO of both circuits of 400KV vindhyachal PS-Sasan D/C Line at Hindalco Switchyard,370,,1.0,1,2026-12-06,,2024-06-07,0,1,1,0,912.0,29.96057818659658,0.002702702702702703,0.033377192982456144,,,,,,
666,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],607709,NORTH EASTERN REGION POWER SYSTEM IMPROVEMENT PROJECT [NERPSIP],5111,6700.0,5253.47,96,2018-12-31,2025-09-30,2014-12-01,0,0,0,0,1491.0,48.98160315374507,1.0278751711993739,1.9599195171026158,2465.0,2465.0,1.0,1589.0,31.089806300136956,1.0
667,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],615343,Provision of Dynamic Reactive Compensation at Khavda pooling Station 1 [KPS1] and Khavda Pooling station 3 [KPS3],501,,5.01,1,2026-11-06,,2024-11-07,0,1,1,0,729.0,23.94875164257556,0.01,0.04175582990397805,,,,,,
668,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],617186,Rajasthan REZ Ph-V [Part-1- 4 GW] [Sirohi/Nagaur] Complex [Rajasthan V Power Transmission Limited],5028,,139.2,1,2027-03-23,,2025-03-24,0,1,1,0,729.0,23.94875164257556,0.027684964200477325,0.04175582990397805,,,,,,
669,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],616672,System Strengthening at Koppal-II and GadagII for integration of RE generation projects [SPV Name POWERGRID Koppal Gadag Augmentation Transmission Limited],1354,,16.65,0,2027-06-01,,2025-01-16,0,1,1,0,866.0,28.44940867279895,0.012296898079763662,0.0,,,,,,
670,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],400005,Transmission Network Expansion in Gujarat to increase its ATC from ISTS Part B,4546,,4148.46,93,2023-06-12,2025-12-31,2022-01-13,0,1,0,0,515.0,16.918528252299605,0.9125516937967444,5.496932038834951,933.0,933.0,1.0,,,
671,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],611656,Transmission scheme for evacuation of 4.5GW RE injection at Khavda PS under Phase II- Part B,1168,1167.0,1013.39,91,2025-03-31,2025-10-31,2023-03-21,0,0,0,0,741.0,24.342969776609724,0.8676284246575342,3.7382456140350877,214.0,214.0,1.0,-1.0,-0.08561643835616438,0.0
672,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],611657,Transmission scheme for evacuation of 4.5GW RE injection at Khavda PS under Phase II- Part C,2821,,2454.26,84,2025-03-31,2025-11-30,2023-03-21,0,1,0,0,741.0,24.342969776609724,0.8699964551577456,3.4506882591093118,244.0,244.0,1.0,,,
673,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],617179,Transmission Scheme for evacuation of Power from Ratle HEP [850 MW] & kiru [624 MW] Part B,219,,0.0,0,2026-07-14,,2024-07-15,0,1,1,0,729.0,23.94875164257556,0.0,0.0,,,,,,
674,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],612132,Transmission Scheme for Evacuation of power from REZ in Rajasthan [20 GW] under Phase-III Part D [Sikar Khetri Transmission Ltd],2000,,1314.8,59,2025-08-08,2026-05-31,2024-02-09,0,1,0,0,546.0,17.936925098554532,0.6574,3.2893040293040294,296.0,296.0,1.0,,,
675,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],617184,Transmission Scheme for integration of Davanagere/ Chitradurga and Bellary REZ in Karnataka [POWERGRID Chitradurga Bellary REZ Transmission Limited],3453,,20.7,0,2027-09-20,,2025-03-21,0,1,1,0,913.0,29.993429697766096,0.005994787141615986,0.0,,,,,,
676,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],612140,Transmission Scheme for Integration of Renewable Energy Zone [Phase II] in Koppal II [Phase A&B] and gadag II[Phase A] in Karnataka [POWERGRID KOPPAL GADAG TRANSMISSION LIMITED],2889,,1154.31,37,2025-12-25,,2023-12-26,0,1,1,0,730.0,23.98160315374507,0.3995534787123572,1.5428493150684932,,,,,,
677,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],611967,Transmission Scheme for Solar Energy Zone in Ananthpuram 2500MW and Kurnool 1000MW,1249,,820.26,78,2025-09-30,2026-04-30,2023-09-27,0,1,0,0,734.0,24.113009198423125,0.6567333867093675,3.2347683923705723,212.0,212.0,1.0,,,
678,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],612138,"Transmission Scheme for Solar Energy Zone in Bidar [2500 MW], Karnataka [Bidar Transmission Ltd]",2148,,1068.65,55,2026-02-08,,2024-02-09,0,1,1,0,730.0,23.98160315374507,0.49750931098696466,2.293424657534247,,,,,,
679,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],612139,Transmission system for Evacuation of Additional 7 GW RE power from Khavda RE park under Phase-III Part B [Vataman Transmission Limited],3752,,1500.72,21,2025-12-25,2026-06-30,2023-12-26,0,1,0,0,730.0,23.98160315374507,0.39997867803837955,0.8756712328767124,187.0,187.0,1.0,,,
680,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],617279,Transmission System for evacuation of power from Mahan Energen Limited Generating Station in Madhya Pradesh [SPV Name - POWERGRID MEL Power Transmission Limited],558,,5.58,0,2027-12-04,,2025-06-04,0,1,1,0,913.0,29.993429697766096,0.01,0.0,,,,,,
681,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],608302,Transmission system for evacuation of Power from Pakaldul HEP in Chenab Valley HEPs - LTA System,318,,286.31,99,2025-04-30,2025-08-31,2022-02-01,0,1,0,0,1184.0,38.89618922470434,0.9003459119496855,2.5452364864864863,123.0,123.0,1.0,,,
682,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],612855,Transmission System for Evacuation of Power from Potential Energy Renewable Zone in Khavda Area of Gujarat under Ph-IV [7GW] Part E2,679,,81.48,18,2026-05-30,2026-02-28,2024-05-30,1,1,0,0,730.0,23.98160315374507,0.12000000000000001,0.7505753424657535,-91.0,-91.0,0.0,,,
683,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],611966,Transmission System for Evacuation of power from Potential RE Zone in Khavda Area of Gujarat under phase IV 7GW-Part E4,224,,22.44,9,2025-07-09,2025-11-30,2023-11-01,0,1,0,0,616.0,20.2365308804205,0.10017857142857144,0.4447402597402597,144.0,144.0,1.0,,,
684,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],612151,Transmission System for Evacuation of Power from potential Renewable Energy zone in Khavda Area of Gujarat under Phase IV [7 GW] Part E3,334,,70.44,22,2025-07-31,2025-10-31,2023-07-01,0,1,0,0,761.0,25.0,0.21089820359281436,0.88,92.0,92.0,1.0,,,
685,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],615345,Transmission System for Evacuation of Power from Potential Renewable Energy Zone in Khavda area of Gujarat under Phase-IV [7GW] Part B [SPV Name POWERGRID South Olpad Transmission Limited],4766,,513.29,5,2026-10-14,,2024-10-15,0,1,1,0,729.0,23.94875164257556,0.1076982794796475,0.20877914951989027,,,,,,
686,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],615347,TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM POTENTIAL RENEWABLE ENERGY ZONE IN KHAVDA AREA OF GUJARAT UNDER PHASE-V [8 GW] PART A [SPV Name POWERGRID West Central Transmission Limited],24819,,1489.14,1,2029-05-18,,2024-11-19,0,1,1,0,1641.0,53.90932982917214,0.060000000000000005,0.018549664838513103,,,,,,
687,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],615338,TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM RAJASTHAN REZ PH -IV [PART-2 5.5 GW] [JAISALMER/BARMER COMPLEX] PART F [SPV Name POWERGRID BARMER I TRANSMISSION LIMITED],2735,,81.42,5,2026-11-06,,2024-11-07,0,1,1,0,729.0,23.94875164257556,0.02976965265082267,0.20877914951989027,,,,,,
688,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],612134,Transmission System for Evacuation of power from Rajasthan REZ Ph-IV [Part-1] [Bikaner Complex] Part A [Bikaner Neemrana Transmission Ltd],2998,,1592.11,49,2025-12-26,2026-03-31,2023-12-27,0,1,0,0,730.0,23.98160315374507,0.531057371581054,2.043232876712329,95.0,95.0,1.0,,,
689,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],612133,Transmission System for Evacuation of power from Rajasthan REZ Ph-IV [Part-1] [Bikaner Complex] Part D [Neemrana Bareilly Transmission Ltd],2056,,1336.4,55,2025-12-26,2026-06-30,2023-12-27,0,1,0,0,730.0,23.98160315374507,0.65,2.293424657534247,186.0,186.0,1.0,,,
690,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],615344,Transmission System for Evacuation of Power from Rajasthan REZ Ph-IV [Part-2 5.5GW] [Jaisalmer/Barmer Complex] Part H1 [POWERGRID KURAWAR TRANSMISSION LIMITED],3674,,408.18,13,2026-10-14,,2024-10-15,0,1,1,0,729.0,23.94875164257556,0.11109961894393032,0.5428257887517147,,,,,,
691,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],615346,Transmission System for Evacuation of Power from Rajasthan REZ Ph-IV [Part-2 5.5 GW] [Jaisalmer/Barmer Complex] Part C [SPV Name POWERGRID Mandsaur Transmission Limited],2708,,649.92,26,2026-08-18,,2024-08-19,0,1,1,0,729.0,23.94875164257556,0.24,1.0856515775034294,,,,,,
692,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],615333,Transmission System for Evacuation of Power from Rajasthan REZ Ph-IV [Part-2 5.5 GW] [Jaisalmer/Barmer Complex] Part D [SPV Name POWERGRID Beawar Mandsaur Transmission Limited],2227,,534.48,19,2026-08-21,,2024-08-22,0,1,1,0,729.0,23.94875164257556,0.24000000000000002,0.793360768175583,,,,,,
693,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],615334,Transmission System for Evacuation of Power from Rajasthan REZ Ph-IV [Part-2 5.5 GW] [Jaisalmer/Barmer Complex] Part E [SPV Name POWERGRID Mewar Transmission Limited],3251,,685.96,17,2026-08-18,,2024-08-19,0,1,1,0,729.0,23.94875164257556,0.21099969240233776,0.7098491083676269,,,,,,
