project_code,project_name,sector,physical_progress,expenditure,delay_probability,cost_overrun_probability,overall_risk_percentage,overall_risk_level,top_delay_factors,top_cost_overrun_factors
706718,C/o NITB Imphal Airport,Aviation & Aviation Infrastructure,41,160.48,0.785,0.0,39.25,Low Risk,progress_per_month: increases delay risk | project_duration_days: increases delay risk | project_duration_months: increases delay risk | ministry_Ministry of Railways: increases delay risk | ministry_Ministry of Petroleum & Natural Gas: increases delay risk,expenditure_ratio: reduces cost-overrun risk | sector_Aviation & Aviation Infrastructure: reduces cost-overrun risk | agency_Airport Authority of India [AAI]: reduces cost-overrun risk | ministry_Ministry of Civil Aviation: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk
706866,Sawaimadhopur Bye Pass Line Project,Railways,35,134.0,0.305,0.0,15.25,Low Risk,agency_North Western Railway [NWR]: reduces delay risk | ministry_Ministry of Railways: reduces delay risk | progress_per_month: increases delay risk | physical_progress: reduces delay risk | expenditure: reduces delay risk,agency_North Western Railway [NWR]: reduces cost-overrun risk | expenditure_ratio: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk | ministry_Ministry of Railways: reduces cost-overrun risk | sector_Railways: reduces cost-overrun risk
705761,SHIMOGA - SHIKARIPURA - RANEBENNUR [96 Km],Railways,11,69.58,0.635,0.0,31.75,Low Risk,physical_progress: reduces delay risk | agency_South Western Railway [SWR] - II: increases delay risk | expenditure_ratio: reduces delay risk | project_duration_days: increases delay risk | expenditure: reduces delay risk,expenditure_ratio: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk | agency_South Western Railway [SWR] - II: reduces cost-overrun risk | agency_SECR: reduces cost-overrun risk | ministry_Ministry of Railways: reduces cost-overrun risk
705432,Sivok-Rangpo New Rail Line,Railways,80,8883.6,0.955,1.0,97.75,High Risk,expenditure: increases delay risk | physical_progress: increases delay risk | expenditure_ratio: increases delay risk | original_cost: increases delay risk | progress_per_month: increases delay risk,expenditure_ratio: increases cost-overrun risk | agency_Indian Railway Construction International Limited [IRCON]: increases cost-overrun risk | expenditure: increases cost-overrun risk | physical_progress: increases cost-overrun risk | original_cost: increases cost-overrun risk
705735,Solapur-tuljapur-Osmanabad,Railways,10,1150.0,0.035,1.0,51.74999999999999,Medium Risk,physical_progress: reduces delay risk | progress_per_month: reduces delay risk | project_duration_months: reduces delay risk | project_duration_days: reduces delay risk | ministry_Ministry of Railways: reduces delay risk,expenditure_ratio: increases cost-overrun risk | agency_WR: increases cost-overrun risk | expenditure: increases cost-overrun risk | sector_Oil & Gas: increases cost-overrun risk | progress_per_month: increases cost-overrun risk
705743,Talcher-Angul New Line with Y-Connection at Talcher,Railways,1,29.5,0.455,0.0,22.75,Low Risk,agency_CAO/C/ECoR: increases delay risk | physical_progress: reduces delay risk | expenditure_ratio: reduces delay risk | progress_per_month: reduces delay risk | ministry_Ministry of Petroleum & Natural Gas: increases delay risk,expenditure_ratio: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk | agency_CAO/C/ECoR: reduces cost-overrun risk | ministry_Ministry of Railways: reduces cost-overrun risk | agency_SECR: reduces cost-overrun risk
705359,Talcher-Bimlagarh New Railway Line,Railways,47,1902.91,0.335,0.0017717003567181,16.83858501783591,Low Risk,progress_per_month: reduces delay risk | physical_progress: reduces delay risk | expenditure_ratio: increases delay risk | expenditure: increases delay risk | project_duration_months: reduces delay risk,agency_East Coast Railway [ECoR] - II: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk | sector_Railways: reduces cost-overrun risk | ministry_Ministry of Railways: reduces cost-overrun risk | progress_per_month: reduces cost-overrun risk
400273,Tarakeshwar-Bishnupur New Line [82.47 km],Railways,90,1287.05,0.72,1.0,86.0,High Risk,physical_progress: increases delay risk | expenditure: increases delay risk | expenditure_ratio: increases delay risk | agency_Eastern Railway [ER] - I: reduces delay risk | ministry_Ministry of Railways: reduces delay risk,expenditure_ratio: increases cost-overrun risk | physical_progress: increases cost-overrun risk | project_duration_days: increases cost-overrun risk | project_duration_months: increases cost-overrun risk | agency_Eastern Railway [ER] - I: increases cost-overrun risk
400022,Taranga Hill-Abu Road via Ambaji,Railways,14,1891.9,0.035,0.0,1.7500000000000002,Low Risk,physical_progress: reduces delay risk | progress_per_month: reduces delay risk | agency_North Western Railway [NWR]: reduces delay risk | project_duration_months: reduces delay risk | project_duration_days: reduces delay risk,physical_progress: reduces cost-overrun risk | agency_North Western Railway [NWR]: reduces cost-overrun risk | expenditure_ratio: reduces cost-overrun risk | ministry_Ministry of Railways: reduces cost-overrun risk | sector_Railways: reduces cost-overrun risk
705613,Third Line [new] between Kazipet - Balharshah with electrification [201.04 Km],Railways,92,3142.35,0.915,0.93,92.25,High Risk,physical_progress: increases delay risk | expenditure: increases delay risk | expenditure_ratio: increases delay risk | progress_per_month: increases delay risk | ministry_Ministry of Railways: reduces delay risk,agency_South Central Railway [SCR] - II: increases cost-overrun risk | expenditure_ratio: increases cost-overrun risk | physical_progress: increases cost-overrun risk | expenditure: increases cost-overrun risk | original_cost: increases cost-overrun risk
400234,Third Railway Line between Patratu-Sonnagar [281 kms],Railways,88,4950.0,0.815,0.125,47.0,Medium Risk,physical_progress: increases delay risk | expenditure: increases delay risk | original_cost: increases delay risk | expenditure_ratio: increases delay risk | progress_per_month: increases delay risk,agency_RVNL - II: reduces cost-overrun risk | expenditure_ratio: reduces cost-overrun risk | sector_Railways: reduces cost-overrun risk | ministry_Ministry of Railways: reduces cost-overrun risk | physical_progress: increases cost-overrun risk
400275,Tindivanam-Nagari New Line Project [184.5 km],Railways,18,1113.53,0.59,0.0,29.5,Low Risk,agency_Southern Railway [SR] - II: increases delay risk | physical_progress: reduces delay risk | expenditure: increases delay risk | progress_per_month: reduces delay risk | original_cost: increases delay risk,expenditure_ratio: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk | sector_Railways: reduces cost-overrun risk | ministry_Ministry of Railways: reduces cost-overrun risk | agency_SECR: reduces cost-overrun risk
705635,Trivandrum- Kanyakumari,Railways,46,2451.0,0.8,1.0,90.0,High Risk,expenditure_ratio: increases delay risk | expenditure: increases delay risk | physical_progress: reduces delay risk | project_duration_months: increases delay risk | agency_SR-ERS: increases delay risk,expenditure_ratio: increases cost-overrun risk | expenditure: increases cost-overrun risk | agency_SR-ERS: increases cost-overrun risk | physical_progress: increases cost-overrun risk | project_duration_days: increases cost-overrun risk
705496,Tumkur-Chitradurga-Davangere New Rail Line Project [191 km],Railways,13,516.17,0.305,0.0,15.25,Low Risk,physical_progress: reduces delay risk | progress_per_month: reduces delay risk | expenditure_ratio: reduces delay risk | project_duration_days: increases delay risk | ministry_Ministry of Railways: reduces delay risk,expenditure_ratio: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk | agency_South Western Railway [SWR] - II: reduces cost-overrun risk | ministry_Ministry of Railways: reduces cost-overrun risk | sector_Railways: reduces cost-overrun risk
611938,Vijapur Ambliyasan 42 km,Railways,96,364.0,0.095,1.0,54.75,Medium Risk,agency_PCE/WR: reduces delay risk | ministry_Ministry of Railways: reduces delay risk | sector_Railways: reduces delay risk | physical_progress: increases delay risk | expenditure: reduces delay risk,agency_PCE/WR: increases cost-overrun risk | physical_progress: increases cost-overrun risk | progress_per_month: increases cost-overrun risk | expenditure_ratio: increases cost-overrun risk | project_duration_days: increases cost-overrun risk
705632,Vijayawada - Kazipet Byepass line,Railways,91,870.0,0.875,1.0,93.75,High Risk,physical_progress: increases delay risk | expenditure_ratio: increases delay risk | progress_per_month: increases delay risk | expenditure: increases delay risk | agency_South Central Railway [SCR] - II: increases delay risk,expenditure_ratio: increases cost-overrun risk | agency_South Central Railway [SCR] - II: increases cost-overrun risk | physical_progress: increases cost-overrun risk | progress_per_month: increases cost-overrun risk | agency_East Coast Railway [ECoR] - II: increases cost-overrun risk
705648,Vijaywada-Gudur 3rd Line,Railways,90,5922.0,0.91,0.0,45.5,Medium Risk,physical_progress: increases delay risk | expenditure_ratio: increases delay risk | expenditure: increases delay risk | progress_per_month: increases delay risk | original_cost: increases delay risk,agency_RVNL - II: reduces cost-overrun risk | sector_Railways: reduces cost-overrun risk | ministry_Ministry of Railways: reduces cost-overrun risk | original_cost: reduces cost-overrun risk | expenditure_ratio: reduces cost-overrun risk
400253,Vizianagaram - Titlagarh 3rd line [272 Km including By - pass line of 7.68 KM],Railways,89,5722.01,0.115,1.0,55.75,Medium Risk,project_duration_months: reduces delay risk | project_duration_days: reduces delay risk | ministry_Ministry of Railways: reduces delay risk | physical_progress: increases delay risk | agency_RVNL - II: reduces delay risk,expenditure_ratio: increases cost-overrun risk | physical_progress: increases cost-overrun risk | expenditure: increases cost-overrun risk | progress_per_month: increases cost-overrun risk | project_duration_days: increases cost-overrun risk
705479,Wadsa-Gadchiroli,Railways,49,706.28,0.185,0.0,9.25,Low Risk,physical_progress: reduces delay risk | progress_per_month: reduces delay risk | project_duration_months: reduces delay risk | project_duration_days: reduces delay risk | ministry_Ministry of Railways: reduces delay risk,expenditure_ratio: reduces cost-overrun risk | agency_South East Central Railway: reduces cost-overrun risk | sector_Railways: reduces cost-overrun risk | ministry_Ministry of Railways: reduces cost-overrun risk | progress_per_month: reduces cost-overrun risk
400271,Wardha-Nanded Via Yavatmal New BG Line,Railways,50,3002.93,0.06,0.38,22.0,Low Risk,physical_progress: reduces delay risk | progress_per_month: reduces delay risk | project_duration_months: reduces delay risk | agency_Central Railway [CR] - II: reduces delay risk | project_duration_days: reduces delay risk,sector_Railways: reduces cost-overrun risk | expenditure_ratio: increases cost-overrun risk | ministry_Ministry of Railways: reduces cost-overrun risk | expenditure: increases cost-overrun risk | original_cost: reduces cost-overrun risk
705237,Western Dedicated Freight Corridor,Railways,96,124623.0,0.865,1.0,93.25,High Risk,physical_progress: increases delay risk | expenditure: increases delay risk | original_cost: increases delay risk | expenditure_ratio: increases delay risk | ministry_Ministry of Railways: reduces delay risk,expenditure_ratio: increases cost-overrun risk | physical_progress: increases cost-overrun risk | expenditure: increases cost-overrun risk | agency_DFCCIL: increases cost-overrun risk | agency_RVNL - II: increases cost-overrun risk
703585,Yeshvanthpur - Channasandra Doubling Project [21.70 Km],Railways,59,144.0,0.755,0.0,37.75,Low Risk,progress_per_month: increases delay risk | project_duration_months: increases delay risk | expenditure_ratio: increases delay risk | ministry_Ministry of Railways: reduces delay risk | agency_Karnataka Rail Infrastructure Development Company Limited [K-RIDE]: increases delay risk,agency_Karnataka Rail Infrastructure Development Company Limited [K-RIDE]: reduces cost-overrun risk | expenditure_ratio: reduces cost-overrun risk | ministry_Ministry of Railways: reduces cost-overrun risk | sector_Railways: reduces cost-overrun risk | agency_SECR: reduces cost-overrun risk
705663,Bangalore-Whitefield-Bangalore City-Krishnarajapuram [23.08 km] - Quadrupling,Real Estate,82,252.45,0.095,0.0,4.75,Low Risk,ministry_Ministry of Railways: reduces delay risk | expenditure: reduces delay risk | project_duration_days: reduces delay risk | physical_progress: increases delay risk | sector_Real Estate: reduces delay risk,agency_South Western Railway [SWR] - II: reduces cost-overrun risk | expenditure_ratio: reduces cost-overrun risk | ministry_Ministry of Railways: reduces cost-overrun risk | sector_Real Estate: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk
701576,Berth No. 2 [previously Berth 3] of HDC Mechanization Project,Shipping,83,399.52,0.95,1.0,97.5,High Risk,physical_progress: increases delay risk | expenditure_ratio: increases delay risk | ministry_Ministry of Railways: increases delay risk | project_duration_months: increases delay risk | project_duration_days: increases delay risk,"expenditure_ratio: increases cost-overrun risk | agency_Haldia Dock Complex, Syama Prasad Mookerjee Port Authority: increases cost-overrun risk | sector_Shipping: increases cost-overrun risk | physical_progress: increases cost-overrun risk | sector_Railways: increases cost-overrun risk"
400174,"New Sinter Plant at BSL, SAIL",Steel,51,883.23,0.915,1.0,95.75,High Risk,progress_per_month: increases delay risk | expenditure_ratio: increases delay risk | project_duration_months: increases delay risk | physical_progress: reduces delay risk | project_duration_days: increases delay risk,ministry_Ministry of Steel: increases cost-overrun risk | sector_Steel: increases cost-overrun risk | sector_Railways: increases cost-overrun risk | ministry_Ministry of Railways: increases cost-overrun risk | physical_progress: increases cost-overrun risk
706811,NMDC Slurry Pipeline Project Phase-1,Steel,84,3012.02,0.98,1.0,99.0,High Risk,physical_progress: increases delay risk | expenditure_ratio: increases delay risk | progress_per_month: increases delay risk | expenditure: increases delay risk | ministry_Ministry of Railways: increases delay risk,ministry_Ministry of Steel: increases cost-overrun risk | sector_Steel: increases cost-overrun risk | expenditure_ratio: increases cost-overrun risk | sector_Railways: increases cost-overrun risk | ministry_Ministry of Railways: increases cost-overrun risk
701600,354 Uncovered Villages Scheme,Telecommunication,97,225.71,0.98,0.605,79.25,High Risk,physical_progress: increases delay risk | ministry_Ministry of Railways: increases delay risk | progress_per_month: increases delay risk | project_duration_days: increases delay risk | project_duration_months: increases delay risk,progress_per_month: increases cost-overrun risk | sector_Telecommunication: reduces cost-overrun risk | project_duration_days: increases cost-overrun risk | sector_Railways: increases cost-overrun risk | project_duration_months: increases cost-overrun risk
701593,4G Services by BSNL,Telecommunication,92,8332.52,0.94,0.0,47.0,Medium Risk,physical_progress: increases delay risk | expenditure: increases delay risk | progress_per_month: increases delay risk | original_cost: increases delay risk | ministry_Ministry of Railways: increases delay risk,expenditure_ratio: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk | sector_Telecommunication: reduces cost-overrun risk | agency_Department of Telecommunications [DoT]: reduces cost-overrun risk | original_cost: reduces cost-overrun risk
704495,"502 Aspirational District Scheme in Four states - Bihar, Madhya Pradesh, Rajastha and Uttar Pradesh",Telecommunication,96,126.45,0.915,0.0,45.75,Medium Risk,physical_progress: increases delay risk | ministry_Department of Telecommunications: increases delay risk | agency_Department of Telecommunications [DoT]: increases delay risk | ministry_Ministry of Railways: increases delay risk | sector_Telecommunication: increases delay risk,expenditure_ratio: reduces cost-overrun risk | sector_Telecommunication: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk | expenditure: reduces cost-overrun risk | ministry_Department of Telecommunications: reduces cost-overrun risk
706775,BharatNet,Telecommunication,81,41486.1,0.97,1.0,98.5,High Risk,physical_progress: increases delay risk | expenditure: increases delay risk | progress_per_month: increases delay risk | original_cost: increases delay risk | expenditure_ratio: increases delay risk,expenditure: increases cost-overrun risk | physical_progress: increases cost-overrun risk | sector_Railways: increases cost-overrun risk | ministry_Ministry of Railways: increases cost-overrun risk | progress_per_month: increases cost-overrun risk
400013,Saturation 4G mobile coverage of Uncovered Villages through USOF,Telecommunication,72,9291.8,0.96,1.0,98.0,High Risk,physical_progress: increases delay risk | expenditure: increases delay risk | progress_per_month: increases delay risk | original_cost: increases delay risk | project_duration_months: increases delay risk,progress_per_month: increases cost-overrun risk | physical_progress: increases cost-overrun risk | expenditure: increases cost-overrun risk | sector_Railways: increases cost-overrun risk | project_duration_months: increases cost-overrun risk
400429,Exhibition cum Convention Centre Dwarka [Phase I],"Tourism, Hospitality & Wellness",97,4470.0,0.995,1.0,99.75,High Risk,physical_progress: increases delay risk | expenditure_ratio: increases delay risk | expenditure: increases delay risk | progress_per_month: increases delay risk | project_duration_months: increases delay risk,physical_progress: increases cost-overrun risk | progress_per_month: increases cost-overrun risk | expenditure_ratio: increases cost-overrun risk | sector_Railways: increases cost-overrun risk | agency_India International Convention & Expo Centre: increases cost-overrun risk
707215,National Maritime Heritage Complex [NMHC] Phase-I,"Tourism, Hospitality & Wellness",66,487.35,0.955,0.57,76.25,High Risk,expenditure_ratio: increases delay risk | physical_progress: increases delay risk | progress_per_month: increases delay risk | ministry_Ministry of Railways: increases delay risk | sector_Railways: increases delay risk,"ministry_Ministry of Ports, Shipping and Waterways: reduces cost-overrun risk | physical_progress: increases cost-overrun risk | sector_Railways: increases cost-overrun risk | ministry_Ministry of Railways: increases cost-overrun risk | expenditure_ratio: increases cost-overrun risk"
607709,NORTH EASTERN REGION POWER SYSTEM IMPROVEMENT PROJECT [NERPSIP],Transmission & Distribution,96,5253.47,0.975,1.0,98.75,High Risk,physical_progress: increases delay risk | expenditure_ratio: increases delay risk | expenditure: increases delay risk | progress_per_month: increases delay risk | ministry_Ministry of Railways: increases delay risk,ministry_Ministry of Power: increases cost-overrun risk | physical_progress: increases cost-overrun risk | expenditure_ratio: increases cost-overrun risk | progress_per_month: increases cost-overrun risk | sector_Railways: increases cost-overrun risk
611656,Transmission scheme for evacuation of 4.5GW RE injection at Khavda PS under Phase II- Part B,Transmission & Distribution,91,1013.39,1.0,0.43,71.5,High Risk,physical_progress: increases delay risk | expenditure_ratio: increases delay risk | progress_per_month: increases delay risk | ministry_Ministry of Railways: increases delay risk | project_duration_months: increases delay risk,progress_per_month: increases cost-overrun risk | sector_Electricity Generation: reduces cost-overrun risk | agency_Power Grid Corporation of India Limited [POWERGRID]: reduces cost-overrun risk | sector_Transmission & Distribution: reduces cost-overrun risk | ministry_Ministry of Power: increases cost-overrun risk
608922,Transmission System Strengthening Scheme for evacuation of power from SEZ in Rajasthan 8.1 GW under Phase II Part G,Transmission & Distribution,95,2139.28,1.0,1.0,100.0,High Risk,physical_progress: increases delay risk | expenditure_ratio: increases delay risk | expenditure: increases delay risk | progress_per_month: increases delay risk | project_duration_months: increases delay risk,expenditure_ratio: increases cost-overrun risk | ministry_Ministry of Power: increases cost-overrun risk | physical_progress: increases cost-overrun risk | progress_per_month: increases cost-overrun risk | expenditure: increases cost-overrun risk
611659,Transmission system strengthening scheme for evacuation of power from solar energy zones in Rajasthan[8.1 GW] under phase-II- Part E,Transmission & Distribution,93,1341.7,0.99,0.0,49.5,Medium Risk,physical_progress: increases delay risk | expenditure_ratio: increases delay risk | expenditure: increases delay risk | progress_per_month: increases delay risk | project_duration_months: increases delay risk,ministry_Ministry of Power: reduces cost-overrun risk | agency_Power Grid Corporation of India Limited [POWERGRID]: reduces cost-overrun risk | sector_Electricity Generation: reduces cost-overrun risk | sector_Transmission & Distribution: reduces cost-overrun risk | progress_per_month: reduces cost-overrun risk
702639,Ahmedabad Metro Rail Project [Phase-I],Urban Public Transport,99,11857.9,0.965,1.0,98.25,High Risk,physical_progress: increases delay risk | expenditure_ratio: increases delay risk | expenditure: increases delay risk | progress_per_month: increases delay risk | original_cost: increases delay risk,expenditure_ratio: increases cost-overrun risk | sector_Urban Public Transport: increases cost-overrun risk | physical_progress: increases cost-overrun risk | sector_Railways: increases cost-overrun risk | expenditure: increases cost-overrun risk
702665,Construction Bangalore Metro Rail Project Phase-2A & 2B,Urban Public Transport,53,8424.54,0.195,1.0,59.75,Medium Risk,physical_progress: reduces delay risk | agency_Bengaluru Metro Rail: reduces delay risk | expenditure_ratio: reduces delay risk | project_duration_days: reduces delay risk | expenditure: increases delay risk,sector_Urban Public Transport: increases cost-overrun risk | agency_Bengaluru Metro Rail: increases cost-overrun risk | sector_Railways: increases cost-overrun risk | physical_progress: increases cost-overrun risk | ministry_Ministry of Railways: increases cost-overrun risk
702635,Construction of Bangalore Metro Rail Project Phase 2.,Urban Public Transport,94,29478.0,0.91,1.0,95.5,High Risk,physical_progress: increases delay risk | expenditure_ratio: increases delay risk | expenditure: increases delay risk | progress_per_month: increases delay risk | agency_Bengaluru Metro Rail: reduces delay risk,expenditure_ratio: increases cost-overrun risk | agency_Bengaluru Metro Rail: increases cost-overrun risk | sector_Urban Public Transport: increases cost-overrun risk | physical_progress: increases cost-overrun risk | sector_Railways: increases cost-overrun risk
702637,Mumbai Metro Line 3,Urban Public Transport,92,27519.1,0.915,1.0,95.75,High Risk,physical_progress: increases delay risk | expenditure: increases delay risk | expenditure_ratio: increases delay risk | original_cost: increases delay risk | ministry_Ministry of Railways: increases delay risk,expenditure_ratio: increases cost-overrun risk | sector_Urban Public Transport: increases cost-overrun risk | physical_progress: increases cost-overrun risk | expenditure: increases cost-overrun risk | sector_Railways: increases cost-overrun risk
702627,Patna Metro Rail Project,Urban Public Transport,40,4039.77,0.81,0.715,76.25,High Risk,expenditure: increases delay risk | original_cost: increases delay risk | physical_progress: reduces delay risk | project_duration_months: increases delay risk | ministry_Ministry of Housing & Urban Affairs: increases delay risk,sector_Urban Public Transport: increases cost-overrun risk | expenditure_ratio: reduces cost-overrun risk | sector_Railways: increases cost-overrun risk | sector_Oil & Gas: increases cost-overrun risk | ministry_Ministry of Railways: increases cost-overrun risk
706777,Baranagar-Barrackpore and Dakshineshwar- Construction of Metro Railway,Urban Public Transport,17,393.0,0.03,1.0,51.5,Medium Risk,progress_per_month: reduces delay risk | physical_progress: reduces delay risk | expenditure_ratio: reduces delay risk | ministry_Ministry of Railways: reduces delay risk | project_duration_months: reduces delay risk,sector_Urban Public Transport: increases cost-overrun risk | sector_Railways: increases cost-overrun risk | agency_RVNL - II: increases cost-overrun risk | physical_progress: increases cost-overrun risk | sector_Oil & Gas: increases cost-overrun risk
400117,Arjun Sahayak Project,Water Resources,100,3218.3,0.985,1.0,99.25,High Risk,"physical_progress: increases delay risk | ministry_Department of Water Resources, River Development & GR: increases delay risk | expenditure_ratio: increases delay risk | sector_Water Resources: increases delay risk | expenditure: increases delay risk","expenditure_ratio: increases cost-overrun risk | sector_Water Resources: increases cost-overrun risk | ministry_Department of Water Resources, River Development & GR: increases cost-overrun risk | physical_progress: increases cost-overrun risk | sector_Railways: increases cost-overrun risk"
701390,Arjuna Medium Irrigation project,Water Resources,100,803.89,0.995,1.0,99.75,High Risk,"physical_progress: increases delay risk | ministry_Department of Water Resources, River Development & GR: increases delay risk | expenditure_ratio: increases delay risk | sector_Water Resources: increases delay risk | ministry_Ministry of Railways: increases delay risk","expenditure_ratio: increases cost-overrun risk | sector_Water Resources: increases cost-overrun risk | ministry_Department of Water Resources, River Development & GR: increases cost-overrun risk | agency_Department of water resources-MH - II: increases cost-overrun risk | physical_progress: increases cost-overrun risk"
701391,Aruna Medium Irrigation Project,Water Resources,97,1697.94,0.995,1.0,99.75,High Risk,"physical_progress: increases delay risk | ministry_Department of Water Resources, River Development & GR: increases delay risk | expenditure_ratio: increases delay risk | sector_Water Resources: increases delay risk | expenditure: increases delay risk","expenditure_ratio: increases cost-overrun risk | sector_Water Resources: increases cost-overrun risk | ministry_Department of Water Resources, River Development & GR: increases cost-overrun risk | agency_Department of water resources-MH - II: increases cost-overrun risk | physical_progress: increases cost-overrun risk"
400116,Bargi Diversion Project Phase - III [km. 104 to km 154],Water Resources,79,1807.2,0.99,0.995,99.25,High Risk,"ministry_Department of Water Resources, River Development & GR: increases delay risk | physical_progress: increases delay risk | expenditure_ratio: increases delay risk | sector_Water Resources: increases delay risk | expenditure: increases delay risk","sector_Water Resources: increases cost-overrun risk | ministry_Department of Water Resources, River Development & GR: increases cost-overrun risk | expenditure_ratio: increases cost-overrun risk | sector_Railways: increases cost-overrun risk | ministry_Ministry of Railways: increases cost-overrun risk"
400115,Bargi Diversion Project Phase - IV [km. 154 to km 197],Water Resources,74,777.99,0.985,0.995,99.0,High Risk,"ministry_Department of Water Resources, River Development & GR: increases delay risk | physical_progress: increases delay risk | expenditure_ratio: increases delay risk | sector_Water Resources: increases delay risk | ministry_Ministry of Railways: increases delay risk","sector_Water Resources: increases cost-overrun risk | ministry_Department of Water Resources, River Development & GR: increases cost-overrun risk | expenditure_ratio: increases cost-overrun risk | sector_Railways: increases cost-overrun risk | ministry_Ministry of Railways: increases cost-overrun risk"
701388,Bembla Irrigation Project,Water Resources,98,2689.7,1.0,1.0,100.0,High Risk,"physical_progress: increases delay risk | ministry_Department of Water Resources, River Development & GR: increases delay risk | expenditure_ratio: increases delay risk | sector_Water Resources: increases delay risk | expenditure: increases delay risk","expenditure_ratio: increases cost-overrun risk | sector_Water Resources: increases cost-overrun risk | ministry_Department of Water Resources, River Development & GR: increases cost-overrun risk | agency_Department of water resources-MH - II: increases cost-overrun risk | physical_progress: increases cost-overrun risk"
701371,Durgawati Reservoir Project,Water Resources,87,978.51,0.995,1.0,99.75,High Risk,"physical_progress: increases delay risk | ministry_Department of Water Resources, River Development & GR: increases delay risk | expenditure_ratio: increases delay risk | sector_Water Resources: increases delay risk | ministry_Ministry of Railways: increases delay risk","sector_Water Resources: increases cost-overrun risk | ministry_Department of Water Resources, River Development & GR: increases cost-overrun risk | expenditure_ratio: increases cost-overrun risk | sector_Railways: increases cost-overrun risk | agency_Irrigation and CAD-TG: increases cost-overrun risk"
701386,Gosikhurd Project,Water Resources,72,13533.3,0.995,0.995,99.5,High Risk,"expenditure_ratio: increases delay risk | ministry_Department of Water Resources, River Development & GR: increases delay risk | physical_progress: increases delay risk | expenditure: increases delay risk | progress_per_month: increases delay risk","expenditure_ratio: increases cost-overrun risk | sector_Water Resources: increases cost-overrun risk | ministry_Department of Water Resources, River Development & GR: increases cost-overrun risk | agency_Department of water resources-MH - II: increases cost-overrun risk | progress_per_month: increases cost-overrun risk"
400101,Gundlakamma project,Water Resources,98,610.89,0.995,1.0,99.75,High Risk,"physical_progress: increases delay risk | ministry_Department of Water Resources, River Development & GR: increases delay risk | expenditure_ratio: increases delay risk | sector_Water Resources: increases delay risk | ministry_Ministry of Railways: increases delay risk","sector_Water Resources: increases cost-overrun risk | expenditure_ratio: increases cost-overrun risk | ministry_Department of Water Resources, River Development & GR: increases cost-overrun risk | physical_progress: increases cost-overrun risk | sector_Railways: increases cost-overrun risk"
400103,Indiramma Flood Flow Canal Project,Water Resources,92,4491.08,1.0,1.0,100.0,High Risk,"physical_progress: increases delay risk | ministry_Department of Water Resources, River Development & GR: increases delay risk | expenditure_ratio: increases delay risk | expenditure: increases delay risk | sector_Water Resources: increases delay risk","expenditure_ratio: increases cost-overrun risk | sector_Water Resources: increases cost-overrun risk | ministry_Department of Water Resources, River Development & GR: increases cost-overrun risk | physical_progress: increases cost-overrun risk | agency_Irrigation and CAD-TG: increases cost-overrun risk"
603945,Integrated Anandpur Barrage Project,Water Resources,62,2629.74,0.94,1.0,97.0,High Risk,"ministry_Department of Water Resources, River Development & GR: increases delay risk | expenditure_ratio: increases delay risk | sector_Water Resources: increases delay risk | expenditure: increases delay risk | project_duration_months: increases delay risk","expenditure_ratio: increases cost-overrun risk | sector_Water Resources: increases cost-overrun risk | ministry_Department of Water Resources, River Development & GR: increases cost-overrun risk | sector_Railways: increases cost-overrun risk | physical_progress: increases cost-overrun risk"
400094,J. ChokhaRao LIS CADWM Project,Water Resources,0,0.0,0.915,1.0,95.75,High Risk,"ministry_Department of Water Resources, River Development & GR: increases delay risk | sector_Water Resources: increases delay risk | physical_progress: reduces delay risk | ministry_Ministry of Petroleum & Natural Gas: increases delay risk | ministry_Ministry of Railways: increases delay risk","sector_Water Resources: increases cost-overrun risk | ministry_Department of Water Resources, River Development & GR: increases cost-overrun risk | agency_Irrigation and CAD-TG: increases cost-overrun risk | expenditure_ratio: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk"
701405,J. Chokka Rao Devadula Lift Irrigation Scheme,Water Resources,87,4558.89,0.98,1.0,99.0,High Risk,"physical_progress: increases delay risk | ministry_Department of Water Resources, River Development & GR: increases delay risk | expenditure: increases delay risk | sector_Water Resources: increases delay risk | original_cost: increases delay risk","sector_Water Resources: increases cost-overrun risk | ministry_Department of Water Resources, River Development & GR: increases cost-overrun risk | agency_Irrigation and CAD-TG: increases cost-overrun risk | ministry_Ministry of Railways: increases cost-overrun risk | sector_Railways: increases cost-overrun risk"
701404,Kanupur Irrigation Project,Water Resources,79,2563.56,0.98,1.0,99.0,High Risk,"ministry_Department of Water Resources, River Development & GR: increases delay risk | physical_progress: increases delay risk | expenditure_ratio: increases delay risk | sector_Water Resources: increases delay risk | expenditure: increases delay risk","expenditure_ratio: increases cost-overrun risk | sector_Water Resources: increases cost-overrun risk | ministry_Department of Water Resources, River Development & GR: increases cost-overrun risk | agency_Irrigation and CAD-TG: increases cost-overrun risk | sector_Railways: increases cost-overrun risk"
